StudentID \ ProjectID,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
1.0,0.8,0.8,0.0,0.8300000000000001,0.8,0.8,0.6,0.8,0.78,0.82,0.85,0.85,0.0,0.0,0.8,0.85,0.8,0.64,0.8,0.794,0.79,0.38,0.78,0.78,0.78,0.78,0.39,0.39,0.8400000000000001,0.75,0.75,0.75,0.12,0.74,0.78,0.76,0.8699999999999999,0.78,0.8400000000000001,0.12,0.76,0.8099999999999999,0.75,0.72,0.85,0.78,0.86,0.82,0.8699999999999999,0.8300000000000001,0.79,0.85,0.85,0.85,0.85,0.8540000000000001,0.48599999999999993
2.0,0.6799999999999999,0.6799999999999999,0.8,0.65,0.6599999999999999,0.6599999999999999,0.45,0.64,0.62,0.698,0.644,0.644,0.8,0.8,0.64,0.6799999999999999,0.6799999999999999,0.5599999999999999,0.6,0.6319999999999999,0.6599999999999999,0.3,0.64,0.64,0.64,0.64,0.42000000000000004,0.42000000000000004,0.6599999999999999,0.63,0.63,0.63,0.772,0.594,0.64,0.62,0.6599999999999999,0.58,0.6599999999999999,0.772,0.6,0.65,0.5700000000000001,0.54,0.63,0.62,0.67,0.63,0.6,0.6660000000000001,0.6599999999999999,0.65,0.65,0.65,0.65,0.64,0.462
3.0,0.64,0.64,0.0,0.71,0.64,0.64,0.55,0.6900000000000001,0.6599999999999999,0.62,0.706,0.706,0.0,0.0,0.6599999999999999,0.71,0.64,0.53,0.7,0.6704999999999999,0.6799999999999999,0.3,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.6599999999999999,0.33999999999999997,0.33999999999999997,0.7,0.64,0.64,0.64,0.10399999999999998,0.612,0.6599999999999999,0.64,0.72,0.64,0.7,0.10399999999999998,0.64,0.6900000000000001,0.58,0.55,0.7,0.6599999999999999,0.73,0.7,0.67,0.7,0.6799999999999999,0.7,0.7,0.7,0.7,0.7539999999999999,0.43199999999999994
4.0,0.8,0.8,0.0,0.82,0.78,0.78,0.55,0.82,0.76,0.77,0.8119999999999999,0.8119999999999999,0.0,0.0,0.73,0.86,0.8,0.6799999999999999,0.7,0.8,0.8099999999999999,0.37,0.76,0.76,0.76,0.76,0.4,0.4,0.82,0.76,0.76,0.76,0.10599999999999998,0.7020000000000001,0.76,0.76,0.8300000000000001,0.7,0.8300000000000001,0.10599999999999998,0.76,0.82,0.6,0.5599999999999999,0.76,0.77,0.85,0.8099999999999999,0.67,0.842,0.8099999999999999,0.85,0.85,0.85,0.85,0.8459999999999999,0.492
5.0,0.76,0.76,0.0,0.77,0.86,0.86,0.55,0.77,0.86,0.85,0.762,0.762,0.0,0.0,0.8099999999999999,0.73,0.76,0.61,0.8,0.726,0.75,0.48,0.82,0.82,0.82,0.82,0.38,0.38,0.76,0.8400000000000001,0.8400000000000001,0.8400000000000001,0.12,0.794,0.82,0.6599999999999999,0.73,0.64,0.73,0.12,0.6599999999999999,0.75,0.9099999999999999,0.8699999999999999,0.8,0.725,0.6799999999999999,0.77,0.86,0.762,0.75,0.65,0.65,0.65,0.65,0.724,0.5599999999999999
6.0,0.76,0.76,0.0,0.79,0.78,0.78,0.6,0.79,0.8,0.7739999999999999,0.788,0.788,0.0,0.0,0.79,0.78,0.76,0.62,0.8,0.74,0.8,0.4,0.8,0.8,0.8,0.8,0.4,0.4,0.78,0.79,0.79,0.79,0.118,0.742,0.8,0.7,0.78,0.7,0.79,0.118,0.7,0.79,0.76,0.72,0.8,0.74,0.78,0.79,0.8,0.7800000000000001,0.8,0.8,0.8,0.8,0.8,0.8,0.4720000000000001
7.0,0.6799999999999999,0.6799999999999999,0.0,0.63,0.62,0.62,0.45,0.63,0.6,0.652,0.652,0.652,0.0,0.0,0.63,0.65,0.6799999999999999,0.54,0.6,0.5959999999999999,0.64,0.3,0.62,0.62,0.62,0.62,0.42000000000000004,0.42000000000000004,0.64,0.61,0.61,0.61,0.08999999999999998,0.5820000000000001,0.62,0.58,0.6599999999999999,0.63,0.67,0.08999999999999998,0.58,0.65,0.58,0.55,0.65,0.61,0.6799999999999999,0.64,0.67,0.6279999999999999,0.64,0.75,0.75,0.75,0.75,0.6220000000000001,0.41399999999999987
8.0,0.6,0.6,0.0,0.62,0.64,0.64,0.5,0.64,0.6599999999999999,0.6,0.5900000000000001,0.5900000000000001,0.0,0.0,0.6,0.6,0.6,0.5,0.6,0.588,0.63,0.32,0.64,0.64,0.64,0.64,0.62,0.62,0.6,0.67,0.67,0.67,0.08999999999999998,0.596,0.64,0.54,0.5700000000000001,0.51,0.5900000000000001,0.08999999999999998,0.54,0.62,0.58,0.54,0.58,0.58,0.5700000000000001,0.62,0.53,0.622,0.63,0.55,0.55,0.55,0.55,0.608,0.4959999999999999
9.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.8,1.0,0.95,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.15,0.9400000000000001,1.0,0.9,1.0,0.9,1.0,0.15,0.9,1.0,0.95,0.9,1.0,0.95,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8400000000000001
10.0,0.8,0.8,0.4,0.8099999999999999,0.72,0.72,0.6,0.8,0.72,0.698,0.8140000000000001,0.8140000000000001,0.4,0.4,0.74,0.82,0.8,0.62,0.8,0.758,0.8099999999999999,0.32,0.74,0.74,0.74,0.74,0.45999999999999996,0.45999999999999996,0.8,0.74,0.74,0.74,0.4459999999999999,0.6900000000000001,0.74,0.75,0.8300000000000001,0.74,0.8300000000000001,0.4459999999999999,0.74,0.82,0.61,0.5700000000000001,0.8,0.78,0.8800000000000001,0.82,0.74,0.7980000000000002,0.8099999999999999,0.9,0.9,0.9,0.9,0.8459999999999999,0.512
